"lake","doy","depth","year","date_time","chl_ugL","do_mgL","do_percent","temp","pH","phyco_cells","SPC","flag"
"R",181,0,2022,"2022-06-30 09:43:20",0.68,8.02,96.8,21.1,5.97,353,12,NA
"T",181,0,2022,"2022-06-30 09:13:20",4.85,7.57,91.4,21.13,5.67,425,9,NA
"L",182,0,2022,"2022-07-01 10:15:20",0,8.34,103,22.51,6.52,250,10,NA
"R",182,0,2022,"2022-07-01 09:23:20",0.1,8.5,104.4,22.22,5.87,300,12,NA
"T",182,0,2022,"2022-07-01 08:54:20",1.6,8.37,102.5,22.04,6.05,25,9,NA
"L",183,0,2022,"2022-07-02 09:21:20",0,7.9,96.3,21.83,6.26,301,10,NA
"R",183,0,2022,"2022-07-02 08:51:20",0.51,8.35,101.6,21.73,6.12,363,12,NA
"T",183,0,2022,"2022-07-02 08:23:20",1.19,8.1,98.7,21.81,5.67,263,8,NA
"L",184,0,2022,"2022-07-03 10:54:20",0,8.1,100,22.5,6.35,281,11,NA
"R",184,0,2022,"2022-07-03 10:34:20",0.03,8.28,102.1,22.41,6.07,271,12,NA
"T",184,0,2022,"2022-07-03 10:10:20",0.51,7.72,95.2,22.45,5.38,366,9,NA
"L",185,0,2022,NA,0.78,7.89,97.2,22.36,6.15,338,11,NA
"R",185,0,2022,NA,0.585,8.21,101.1,22.34,5.98,303.5,12,NA
"T",185,0,2022,NA,1.98,7.78,95.85,22.4,5.52,391.5,9,NA
"L",186,0,2022,"2022-07-05 08:47:20",1.56,7.68,94.4,22.22,5.95,395,11,NA
"R",186,0,2022,"2022-07-05 09:42:20",1.14,8.14,100.1,22.27,5.89,336,12,NA
"T",186,0,2022,"2022-07-05 09:14:20",3.45,7.84,96.5,22.35,5.66,417,9,NA
"L",187,0,2022,NA,1.575,7.7,94.95,22.41,5.91,375.5,11,NA
"R",187,0,2022,NA,1.265,8.28,102.25,22.51,5.955,377.5,12,NA
"T",187,0,2022,NA,3.77,7.83,96.8,22.58,5.655,469.5,9,NA
"L",188,0,2022,"2022-07-07 08:57:20",1.59,7.72,95.5,22.6,5.87,356,11,NA
"R",188,0,2022,"2022-07-07 09:29:20",1.39,8.42,104.4,22.75,6.02,419,12,NA
"T",188,0,2022,"2022-07-07 08:33:20",4.09,7.82,97.1,22.81,5.65,522,9,NA
"L",189,0,2022,NA,0.925,7.75,96.65,23.01,6.05,345,11,NA
"R",189,0,2022,NA,1.005,8.41,104.95,23.08,6.045,394.5,12,NA
"T",189,0,2022,NA,2.56,7.865,98.4,23.2,5.675,261,9,NA
"L",190,0,2022,"2022-07-09 09:50:20",0.26,7.78,97.8,23.42,6.23,334,11,NA
"R",190,0,2022,"2022-07-09 09:10:20",0.62,8.4,105.5,23.41,6.07,370,12,NA
"T",190,0,2022,"2022-07-09 08:42:20",1.03,7.91,99.7,23.59,5.7,0,9,NA
"L",191,0,2022,NA,0.13,7.825,99.35,23.965,6.11,354,11,NA
"R",191,0,2022,NA,0.54,8.3275,104.525,23.77,6.055,344,12,NA
"T",191,0,2022,NA,1.215,7.8,99.35,24.135,5.78,186,9,NA
"L",192,0,2022,"2022-07-11 11:28:20",0,7.87,100.9,24.51,5.99,374,11,NA
"R",192,0,2022,"2022-07-11 09:20:20",0.46,8.255,103.55,24.13,6.04,318,12,NA
"T",192,0,2022,"2022-07-11 12:01:20",1.4,7.69,99,24.68,5.86,372,9,NA
"L",193,0,2022,NA,0,7.785,98.7,23.88,6,394.5,11,NA
"R",193,0,2022,NA,0.505,8.1825,102.575,23.7,5.95,310,12,NA
"T",193,0,2022,NA,1.515,7.635,97.2,24.095,6.085,364,9,NA
"L",194,0,2022,"2022-07-13 09:13:20",0,7.7,96.5,23.25,6.01,415,11,NA
"R",194,0,2022,"2022-07-13 08:47:20",0.55,8.11,101.6,23.27,5.86,302,12,NA
"T",194,0,2022,"2022-07-13 09:54:20",1.63,7.58,95.4,23.51,6.31,356,9,NA
"L",195,0,2022,NA,0.195,7.64,95.85,23.305,5.995,415,11,NA
"R",195,0,2022,NA,1.94,8.07,101.15,23.28,6.035,310,12,NA
"T",195,0,2022,NA,2.29,7.565,95.05,23.405,6.25,363.5,9,NA
"L",196,0,2022,"2022-07-15 09:04:20",0.39,7.58,95.2,23.36,5.98,415,11,NA
"R",196,0,2022,"2022-07-15 09:25:20",3.33,8.03,100.7,23.29,6.21,318,12,NA
"T",196,0,2022,"2022-07-15 10:04:20",2.95,7.55,94.7,23.3,6.19,371,9,NA
"L",197,0,2022,NA,0.195,7.7,97.8,23.95,6.235,367.5,11,NA
"R",197,0,2022,NA,1.965,7.935,100.65,23.885,6.37,317,12,NA
"T",197,0,2022,NA,1.805,7.65,97.6,24.2,6.295,342.5,9,NA
"L",198,0,2022,"2022-07-17 09:12:20",0,7.82,100.4,24.54,6.49,320,11,NA
"R",198,0,2022,"2022-07-17 08:48:20",0.6,7.84,100.6,24.48,6.53,316,12,NA
"T",198,0,2022,"2022-07-17 09:39:20",0.66,7.75,100.5,25.1,6.4,314,9,NA
"L",199,0,2022,NA,0,7.735,99.425,24.6075,6.355,240,11,NA
"R",199,0,2022,NA,1.93,7.7,100.05,25.165,6.405,285.5,12,NA
"T",199,0,2022,NA,1.8,7.605,99.2,25.405,6.21,345,9,NA
"L",200,0,2022,NA,0,7.65,98.45,24.675,6.22,160,11,NA
"R",200,0,2022,"2022-07-19 08:55:20",3.26,7.56,99.5,25.85,6.28,255,12,NA
"T",200,0,2022,"2022-07-19 09:29:20",2.94,7.46,97.9,25.71,6.02,376,9,NA
"L",201,0,2022,NA,0,7.565,97.475,24.7425,6.085,80,11,NA
"R",201,0,2022,NA,1.665,7.68,100.2,25.38,6.205,273,12,NA
"T",201,0,2022,NA,2.075,7.59,98.8,25.285,5.945,188,9,NA
"L",202,0,2022,"2022-07-21 11:33:20",0,7.48,96.5,24.81,5.95,0,11,NA
"R",202,0,2022,"2022-07-21 11:54:20",0.07,7.8,100.9,24.91,6.13,291,12,NA
"T",202,0,2022,"2022-07-21 12:25:20",1.21,7.72,99.7,24.86,5.87,0,9,NA
"L",203,0,2022,NA,0.79,7.55,97.4,24.8,6.29,145.5,11,NA
"R",203,0,2022,NA,0.265,7.76,100.45,24.955,6.39,287.5,12,NA
"T",203,0,2022,NA,1.08,7.795,100.65,24.86,6.09,251,9,NA
"L",204,0,2022,"2022-07-23 09:25:20",1.58,7.62,98.3,24.79,6.63,291,11,NA
"R",204,0,2022,"2022-07-23 09:02:20",0.46,7.72,100,25,6.65,284,12,NA
"T",204,0,2022,"2022-07-23 08:36:20",0.95,7.87,101.6,24.86,6.31,502,9,NA
"L",205,0,2022,NA,0.805,7.635,97.15,24.085,6.37,281,11,NA
"R",205,0,2022,NA,0.59,7.86,100.3,24.22,6.405,272,12,NA
"T",205,0,2022,NA,1.705,7.63,96.95,24.005,5.86,455,9,NA
"L",206,0,2022,"2022-07-25 10:39:20",0.03,7.65,96,23.38,6.11,271,11,NA
"R",206,0,2022,"2022-07-25 11:01:20",0.72,8,100.6,23.44,6.16,260,12,NA
"T",206,0,2022,"2022-07-25 10:16:20",2.46,7.39,92.3,23.15,5.41,408,9,NA
"L",207,0,2022,NA,0.2425,7.7025,96.1,23.0675,6.1325,288.5,11,NA
"R",207,0,2022,NA,0.6875,8.015,100.15,23.105,6.1375,272.75,12,NA
"T",207,0,2022,NA,2.6775,7.41,92.1,22.8775,5.435,427.75,9,NA
"L",208,0,2022,NA,0.455,7.755,96.2,22.755,6.155,306,11,NA
"R",208,0,2022,NA,0.655,8.03,99.7,22.77,6.115,285.5,12,NA
"T",208,0,2022,NA,2.895,7.43,91.9,22.605,5.46,447.5,9,NA
"L",209,0,2022,NA,0.6675,7.8075,96.3,22.4425,6.1775,323.5,11,NA
"R",209,0,2022,NA,0.6225,8.045,99.25,22.435,6.0925,298.25,12,NA
"T",209,0,2022,NA,3.1125,7.45,91.7,22.3325,5.485,467.25,9,NA
"L",210,0,2022,"2022-07-29 09:15:20",0.88,7.86,96.4,22.13,6.2,341,11,NA
"R",210,0,2022,"2022-07-29 08:53:20",0.59,8.06,98.8,22.1,6.07,311,12,NA
"T",210,0,2022,"2022-07-29 08:27:20",3.33,7.47,91.5,22.06,5.51,487,9,NA
"L",211,0,2022,NA,0.44,8.035,101.05,23.42,6.265,170.5,11,NA
"R",211,0,2022,NA,0.295,8.195,102.65,23.205,6.19,155.5,12,NA
"T",211,0,2022,NA,1.92,7.745,97.1,23.24,5.82,243.5,9,NA
"L",212,0,2022,"2022-07-31 12:58:20",0,8.21,105.7,24.71,6.33,0,11,NA
"R",212,0,2022,"2022-07-31 12:36:20",0,8.33,106.5,24.31,6.31,0,12,NA
"T",212,0,2022,"2022-07-31 12:07:20",0.51,8.02,102.7,24.42,6.13,0,9,NA
"L",213,0,2022,"2022-08-01 12:36:20",0.83,8.24,103.2,23.21,6.57,347,11,NA
"R",213,0,2022,"2022-08-01 12:08:20",0.79,8.06,100.9,23.21,6.4,343,12,NA
"T",213,0,2022,"2022-08-01 11:42:20",2.47,7.84,98.2,23.29,5.27,1217,9,NA
"L",214,0,2022,"2022-08-02 09:52:20",0.66,8.15,100.9,22.61,5.8,357,10,NA
"R",214,0,2022,"2022-08-02 10:52:20",0.09,7.98,99.3,22.89,6.51,242,12,NA
"T",214,0,2022,"2022-08-02 10:24:20",1.21,7.46,92.5,22.7,6.04,332,9,NA
"L",215,0,2022,NA,0.675,8.23,104.55,23.955,6.175,178.5,10.5,NA
"R",215,0,2022,NA,0.045,8.005,101.55,23.91,6.445,253.5,12,NA
"T",215,0,2022,NA,0.965,7.745,98.55,24.03,6.18,208.5,9,NA
"L",216,0,2022,"2022-08-04 14:26:20",0.69,8.31,108.2,25.3,6.55,0,11,NA
"R",216,0,2022,"2022-08-04 14:03:20",0,8.03,103.8,24.93,6.38,265,12,NA
"T",216,0,2022,"2022-08-04 13:39:20",0.72,8.03,104.6,25.36,6.32,85,9,NA
"L",217,0,2022,NA,0.745,8.25,106.8,24.98,6.57,137.5,10.5,NA
"R",217,0,2022,NA,0.085,7.96,102.35,24.625,6.46,262,12,NA
"T",217,0,2022,NA,1.535,7.98,103.1,24.92,6.09,219,9,NA
"L",218,0,2022,"2022-08-06 12:17:20",0.8,8.19,105.4,24.66,6.59,275,10,NA
"R",218,0,2022,"2022-08-06 11:52:20",0.17,7.89,100.9,24.32,6.54,259,12,NA
"T",218,0,2022,"2022-08-06 11:23:20",2.35,7.93,101.6,24.48,5.86,353,9,NA
"L",219,0,2022,NA,0.65,8.18,103.65,23.85,6.505,230.5,10.5,NA
"R",219,0,2022,NA,0.125,7.865,99.5,23.755,6.575,269,12,NA
"T",219,0,2022,NA,2.35,7.805,98.9,23.84,6.075,347,9,NA
"L",220,0,2022,"2022-08-08 09:26:20",0.5,8.17,101.9,23.04,6.42,186,11,NA
"R",220,0,2022,"2022-08-08 09:52:20",0.08,7.84,98.1,23.19,6.61,279,12,NA
"T",220,0,2022,"2022-08-08 08:52:20",2.35,7.68,96.2,23.2,6.29,341,9,NA
"L",153,0.25,2022,NA,0.77,8.52,97.95,18.695,5.805,345,10,NA
"R",153,0.25,2022,NA,0.65,8.645,99.7,18.815,5.885,420,12,NA
"T",153,0.25,2022,NA,1.915,8.505,98.95,19.28,5.72,349,8,NA
"L",154,0.25,2022,NA,1.905,8.63,98,18.065,6.225,361.5,10,NA
"R",154,0.25,2022,NA,1.2,8.33,94.9,18.24,6.1875,390,12,NA
"T",154,0.25,2022,NA,1.6,8.315,95.2,18.45,5.85375,224.5,8,NA
"L",155,0.25,2022,NA,1.2575,8.755,98.6,17.665,6.645,333,10,NA
"R",155,0.25,2022,NA,1.37,8.685,98.25,17.88,6.49,378,12,NA
"T",155,0.25,2022,NA,3.495,8.305,93.9,17.84,5.9875,409.5,8,NA
"L",156,0.25,2022,NA,0.335,8.63,98.2,18.16,6.46,303,10,NA
"R",156,0.25,2022,NA,1.06,8.58,97.8,18.255,6.215,347,12,NA
"T",156,0.25,2022,NA,0.915,8.235,93.7,18.16,6.12125,703.5,8,NA
"L",157,0.25,2022,NA,1.665,8.435,95.3,17.82,6.08,356,10,NA
"R",157,0.25,2022,NA,2.35,8.495,96.6,18.12,6.355,391,12,NA
"T",157,0.25,2022,NA,3.78,8.12,92.45,18.175,6.255,413,8,NA
"L",158,0.25,2022,NA,0.17,8.285,94.65,18.375,6.175,51,10,NA
"R",158,0.25,2022,NA,0.68,8.55,97.95,18.505,6.255,88,12,NA
"T",158,0.25,2022,NA,2.17,7.965,91.15,18.45,6.02,109,8,NA
"L",159,0.25,2022,NA,0.365,8.285,95.2,18.645,6.375,337.5,10,NA
"R",159,0.25,2022,NA,1.52,8.495,97.85,18.755,6.155,360.5,12,NA
"T",159,0.25,2022,NA,0.85,8.19,95,19.095,6.255,141,8,NA
"L",160,0.25,2022,NA,0.085,8.17,93.3,18.35,5.805,341,10,NA
"R",160,0.25,2022,NA,0.61,8.495,97.7,18.685,6.065,304.5,12,NA
"T",160,0.25,2022,NA,0.76,8.13,94.05,19.005,5.82,222,8,NA
"L",161,0.25,2022,NA,0,8.165,95.65,19.61,6,263.5,10,NA
"R",161,0.25,2022,NA,0.615,8.49,99.75,19.745,5.715,329,12,NA
"T",161,0.25,2022,NA,0.54,8.25,98.55,20.55,5.91,470.5,8.5,NA
"L",162,0.25,2022,NA,0.39,7.86,91.9,19.51,6.125,275,10,NA
"R",162,0.25,2022,NA,2.46,8.215,95.9,19.425,6.395,358,12,NA
"T",162,0.25,2022,NA,3.395,7.805,91.4,19.6,6.005,379.5,8,NA
"L",163,0.25,2022,NA,0.005,7.915,90.95,18.62,6.095,272,10,NA
"R",163,0.25,2022,NA,0.895,8.235,94.7,18.68,5.715,353.5,12,NA
"T",163,0.25,2022,NA,0.68,7.86,91.2,19.135,5.915,107.5,8,NA
"L",164,0.25,2022,NA,0.3,8.005,92.25,18.79,6.13,337.5,10,NA
"R",164,0.25,2022,NA,1.3525,8.38,96.6,18.81,6.315,333,12,NA
"T",164,0.25,2022,NA,3.935,8.075,93.15,18.835,5.805,391.5,8,NA
"L",165,0.25,2022,NA,0.31,7.885,90.8,18.765,6.275,315,10,NA
"R",165,0.25,2022,NA,1.285,8.335,95.9,18.7,6.365,335,12,NA
"T",165,0.25,2022,NA,4.28,7.96,91.35,18.605,5.8,396,8,NA
"L",166,0.25,2022,NA,0.005,7.86,97.35,22.44,6.277,45.5,10,NA
"R",166,0.25,2022,NA,0.495,7.885,98.5,22.9,6.359,87.5,12,NA
"T",166,0.25,2022,NA,2.57,8.1,101.45,22.98,5.832,135,8,NA
"L",167,0.25,2022,NA,0.035,7.64,90.95,20.43,6.279,290,10,NA
"R",167,0.25,2022,NA,0.42,7.715,92.25,20.625,6.353,325.5,11.5,NA
"T",167,0.25,2022,NA,3.885,7.975,96.4,21.19,5.864,393,8,NA
"L",168,0.25,2022,NA,0.365,7.915,92.75,19.615,6.281,306,10,NA
"R",168,0.25,2022,NA,0.81,8.075,94.9,19.78,6.347,323.5,11,NA
"T",168,0.25,2022,NA,3.55,7.955,93.8,19.945,5.896,371,8,NA
"L",169,0.25,2022,NA,0,7.88,93.95,20.5,6.283,290,10,NA
"R",169,0.25,2022,NA,0.37,8.165,97.8,20.71,6.341,301,11.5,NA
"T",169,0.25,2022,NA,1.075,8.235,99.45,21.125,5.928,1863.5,8,NA
"L",170,0.25,2022,NA,0.065,7.685,91.8,20.55,6.285,301.5,10,NA
"R",170,0.25,2022,NA,1.09,8.105,96.35,20.33,6.335,324,11,NA
"T",170,0.25,2022,NA,2.665,8.165,97.45,20.545,5.96,313,8,NA
"L",171,0.25,2022,NA,0.005,7.83,95.2,21.465,6.287,258.5,10,NA
"R",171,0.25,2022,NA,0.14,7.98,96.95,21.445,6.329,254,12,NA
"T",171,0.25,2022,NA,2.19,8.01,97.4,21.505,5.992,307.5,8,NA
"L",172,0.25,2022,NA,0.04,7.465,96.05,24.43,6.289,270,10,NA
"R",172,0.25,2022,NA,0.355,7.73,99.2,24.26,6.323,281.5,12,NA
"T",172,0.25,2022,NA,1.625,7.77,99.2,24.06,6.024,448.5,8.5,NA
"L",173,0.25,2022,NA,0.16,7.42,94.15,23.165,6.291,297,10,NA
"R",173,0.25,2022,NA,0.29,7.7625,98.275,23.21,6.317,316,12,NA
"T",173,0.25,2022,NA,2.59,7.46,93.8,23.235,6.056,328,9,NA
"L",174,0.25,2022,NA,0.02,7.375,92.25,22.9,6.293,275.5,10,NA
"R",174,0.25,2022,NA,0.475,7.795,97.35,22.845,6.311,359,12,NA
"T",174,0.25,2022,NA,1.13,7.455,93.7,23.19,6.088,463,9,NA
"L",175,0.25,2022,NA,0,7.55,96.75,24.24,6.295,293,10,NA
"R",175,0.25,2022,NA,0.1,7.54,96.5,24.145,6.305,270,12,NA
"T",175,0.25,2022,NA,2.17,7.29,93.45,24.235,6.12,342.5,9,NA
"L",176,0.25,2022,NA,0.385,7.46,96.1,24.505,6.35,282.5,10,NA
"R",176,0.25,2022,NA,0.52,7.66,98.45,24.36,6.135,328.5,12,NA
"T",176,0.25,2022,NA,3.39,7.205,93.1,24.65,5.925,365.5,8.5,NA
"L",177,0.25,2022,NA,0.28,7.24,90.45,22.85,6.3,304,10,NA
"R",177,0.25,2022,NA,0.62,7.68,95.55,22.675,6.045,292.5,12,NA
"T",177,0.25,2022,NA,4.47,7.155,89.45,22.91,5.23,413,8.5,NA
"L",178,0.25,2022,NA,0.18,7.72,92.6,20.8,4.95,378.5,10,NA
"R",178,0.25,2022,NA,0.205,8.13,97.45,20.755,6.045,328.5,12,NA
"T",178,0.25,2022,NA,1.895,7.66,91.8,20.72,6.04,927.5,8.75,NA
"L",179,0.25,2022,NA,0.26,7.69,93.3,21.385,5.85,307.5,10,NA
"R",179,0.25,2022,NA,0.225,7.92,96.15,21.38,5.94,336,12,NA
"T",179,0.25,2022,NA,2.49,7.705,93.65,21.47,5.7,347.5,9,NA
"L",180,0.25,2022,NA,0.16,7.63,92.1,21.07,5.895,321,10,NA
"R",180,0.25,2022,NA,0.205,7.72,93.1,21.075,6.03,280,12,NA
"T",180,0.25,2022,NA,2.31,7.655,92.05,20.95,5.105,1212,9,NA
"L",181,0.25,2022,NA,0.295,7.575,91.8,21.32,5.99,317.5,10,NA
"R",181,0.25,2022,NA,0.81,8.005,96.65,21.115,6.025,358,12,NA
"T",181,0.25,2022,NA,4.825,7.575,91.45,21.135,5.735,418.5,9,NA
"L",182,0.25,2022,NA,0.05,8.23,101.45,22.43,6.45,275,10,NA
"R",182,0.25,2022,NA,0.185,8.535,104.8,22.19,5.875,293,12,NA
"T",182,0.25,2022,NA,1.9425,8.38,102.6,22.06,5.77,229.5,9,NA
"L",183,0.25,2022,NA,0.09,7.89,96.2,21.865,6.08,292,10,NA
"R",183,0.25,2022,NA,0.68,8.345,101.6,21.765,5.98,371.5,12,NA
"T",183,0.25,2022,NA,1.495,8.085,98.5,21.82,5.6,331,8,NA
"L",184,0.25,2022,NA,0.045,8.11,99.95,22.41,6.33,289,10.5,NA
"R",184,0.25,2022,NA,0.135,8.31,102.25,22.31,6.09,287.5,12,NA
"T",184,0.25,2022,NA,0.755,7.76,95.6,22.395,5.405,1682,9,NA
"L",185,0.25,2022,NA,0.6075,7.88,96.975,22.31,6.11,353.75,10.75,NA
"R",185,0.25,2022,NA,0.9375,8.24,101.35,22.2875,6.03,326,12,NA
"T",185,0.25,2022,NA,2.2225,7.7975,96.025,22.3725,5.555,1050,8.75,NA
"L",186,0.25,2022,NA,1.17,7.65,94,22.21,5.89,418.5,11,NA
"R",186,0.25,2022,NA,1.74,8.17,100.45,22.265,5.97,364.5,12,NA
"T",186,0.25,2022,NA,3.69,7.835,96.45,22.35,5.705,418,8.5,NA
"L",187,0.25,2022,NA,1.305,7.7025,94.975,22.405,5.9075,408.25,11,NA
"R",187,0.25,2022,NA,1.67625,8.28375,102.275,22.5025,6.02,395.5,12,NA
"T",187,0.25,2022,NA,3.9975,7.8275,96.8,22.5925,5.67,465.25,8.5,NA
"L",188,0.25,2022,NA,1.44,7.755,95.95,22.6,5.925,398,11,NA
"R",188,0.25,2022,NA,1.6125,8.3975,104.1,22.74,6.07,426.5,12,NA
"T",188,0.25,2022,NA,4.305,7.82,97.15,22.835,5.635,512.5,8.5,NA
"L",189,0.25,2022,NA,1.0875,7.77,96.9,23.005,6.0675,370.5,11,NA
"R",189,0.25,2022,NA,1.74875,8.38875,104.725,23.0875,6.075,405.5,12,NA
"T",189,0.25,2022,NA,2.7425,7.8725,98.525,23.2125,5.685,498.25,8.75,NA
"L",190,0.25,2022,NA,0.735,7.785,97.85,23.41,6.21,343,11,NA
"R",190,0.25,2022,NA,1.885,8.38,105.35,23.435,6.08,384.5,12,NA
"T",190,0.25,2022,NA,1.18,7.925,99.9,23.59,5.735,484,9,NA
"L",191,0.25,2022,NA,0.375,7.8225,99.25,23.915,6.09,394.5,11,NA
"R",191,0.25,2022,NA,1.2875,8.305,104.3125,23.765,6.0225,359.5,12,NA
"T",191,0.25,2022,NA,1.645,7.82,99.625,24.1375,5.8075,428.75,9,NA
"L",192,0.25,2022,NA,0.015,7.86,100.65,24.42,5.97,446,11,NA
"R",192,0.25,2022,NA,0.69,8.23,103.275,24.095,5.965,334.5,12,NA
"T",192,0.25,2022,NA,2.11,7.715,99.35,24.685,5.88,373.5,9,NA
"L",193,0.25,2022,NA,0.015,7.78,98.55,23.825,6.005,413.25,11,NA
"R",193,0.25,2022,NA,1.0075,8.155,102.2375,23.68,5.9575,333.5,12,NA
"T",193,0.25,2022,NA,1.9225,7.645,97.325,24.09,6.0575,367.5,9,NA
"L",194,0.25,2022,NA,0.015,7.7,96.45,23.23,6.04,380.5,11,NA
"R",194,0.25,2022,NA,1.325,8.08,101.2,23.265,5.95,332.5,12,NA
"T",194,0.25,2022,NA,1.735,7.575,95.3,23.495,6.235,361.5,9,NA
"L",195,0.25,2022,NA,0.18,7.6475,95.925,23.3075,5.9675,396.75,11,NA
"R",195,0.25,2022,NA,2.2025,8.0575,101,23.3,6.0775,316.75,12,NA
"T",195,0.25,2022,NA,2.3825,7.56,94.975,23.4025,6.16,365,9,NA
"L",196,0.25,2022,NA,0.345,7.595,95.4,23.385,5.895,413,11,NA
"R",196,0.25,2022,NA,3.08,8.035,100.8,23.335,6.205,301,12,NA
"T",196,0.25,2022,NA,3.03,7.545,94.65,23.31,6.085,368.5,9,NA
"L",197,0.25,2022,NA,0.3325,7.7175,97.95,23.9225,6.175,373,11,NA
"R",197,0.25,2022,NA,2.295,7.9175,100.35,23.88,6.3275,310.5,12,NA
"T",197,0.25,2022,NA,1.9425,7.66,97.45,24.06,6.205,397,9,NA
"L",198,0.25,2022,NA,0.32,7.84,100.5,24.46,6.455,333,11,NA
"R",198,0.25,2022,NA,1.51,7.8,99.9,24.425,6.45,320,12,NA
"T",198,0.25,2022,NA,0.855,7.775,100.25,24.81,6.325,425.5,9,NA
"L",199,0.25,2022,NA,0.2925,7.74875,99.4625,24.53375,6.31625,293.875,11,NA
"R",199,0.25,2022,NA,2.2775,7.69,99.825,25.14,6.3925,301.25,12,NA
"T",199,0.25,2022,NA,1.9325,7.625,99.175,25.2725,6.17,396.25,9,NA
"L",200,0.25,2022,NA,0.265,7.6575,98.425,24.6075,6.1775,254.75,11,NA
"R",200,0.25,2022,NA,3.045,7.58,99.75,25.855,6.335,282.5,12,NA
"T",200,0.25,2022,NA,3.01,7.475,98.1,25.735,6.015,367,9,NA
"L",201,0.25,2022,NA,0.2375,7.56625,97.3875,24.68125,6.03875,215.625,11,NA
"R",201,0.25,2022,NA,1.635,7.6925,100.325,25.3725,6.245,290,12,NA
"T",201,0.25,2022,NA,2.425,7.59,98.775,25.285,5.965,282,9,NA
"L",202,0.25,2022,NA,0.21,7.475,96.35,24.755,5.9,176.5,11,NA
"R",202,0.25,2022,NA,0.225,7.805,100.9,24.89,6.155,297.5,12,NA
"T",202,0.25,2022,NA,1.84,7.705,99.45,24.835,5.915,197,9,NA
"L",203,0.25,2022,NA,0.965,7.5025,96.75,24.7775,6.24,231.25,11,NA
"R",203,0.25,2022,NA,0.8425,7.7575,100.325,24.9175,6.345,288.75,12,NA
"T",203,0.25,2022,NA,1.7025,7.7625,100.175,24.8275,6.075,1023.5,9,NA
"L",204,0.25,2022,NA,1.72,7.53,97.15,24.8,6.58,286,11,NA
"R",204,0.25,2022,NA,1.46,7.71,99.75,24.945,6.535,280,12,NA
"T",204,0.25,2022,NA,1.565,7.82,100.9,24.82,6.235,1850,9,NA
"L",205,0.25,2022,NA,0.96,7.565,96.2,24.0475,6.3275,286.5,11,NA
"R",205,0.25,2022,NA,1.31625,7.8725,100.375,24.185,6.3775,276,12,NA
"T",205,0.25,2022,NA,2.1175,7.6,96.525,23.9775,5.8775,1136.75,9,NA
"L",206,0.25,2022,NA,0.2,7.6,95.25,23.295,6.075,287,11,NA
"R",206,0.25,2022,NA,1.1725,8.035,101,23.425,6.22,272,12,NA
"T",206,0.25,2022,NA,2.67,7.38,92.15,23.135,5.52,423.5,9,NA
"L",207,0.25,2022,NA,0.4625,7.66875,95.5875,23.005,6.11875,300.5,11,NA
"R",207,0.25,2022,NA,1.066875,8.0425,100.475,23.10375,6.20125,290,12,NA
"T",207,0.25,2022,NA,2.79875,7.4,91.95,22.8675,5.5325,441,9,NA
"L",208,0.25,2022,NA,0.725,7.7375,95.925,22.715,6.1625,314,11,NA
"R",208,0.25,2022,NA,0.96125,8.05,99.95,22.7825,6.1825,308,12,NA
"T",208,0.25,2022,NA,2.9275,7.42,91.75,22.6,5.545,458.5,9,NA
"L",209,0.25,2022,NA,0.9875,7.80625,96.2625,22.425,6.20625,327.5,11,NA
"R",209,0.25,2022,NA,0.855625,8.0575,99.425,22.46125,6.16375,326,12,NA
"T",209,0.25,2022,NA,3.05625,7.44,91.55,22.3325,5.5575,476,9,NA
"L",210,0.25,2022,NA,1.25,7.875,96.6,22.135,6.25,341,11,NA
"R",210,0.25,2022,NA,0.75,8.065,98.9,22.14,6.145,344,12,NA
"T",210,0.25,2022,NA,3.185,7.46,91.35,22.065,5.57,493.5,9,NA
"L",211,0.25,2022,NA,0.64,8.0475,100.95,23.2825,6.305,170.5,10.75,NA
"R",211,0.25,2022,NA,0.43,8.195,102.525,23.165,6.235,229,12,NA
"T",211,0.25,2022,NA,2.0225,7.7125,96.55,23.1775,5.7675,328.25,9,NA
"L",212,0.25,2022,NA,0.03,8.22,105.3,24.43,6.36,0,10.5,NA
"R",212,0.25,2022,NA,0.11,8.325,106.15,24.19,6.325,114,12,NA
"T",212,0.25,2022,NA,0.86,7.965,101.75,24.29,5.965,163,9,NA
"L",213,0.25,2022,NA,1.15,8.245,103.25,23.225,6.55,389.5,11,NA
"R",213,0.25,2022,NA,0.865,8.055,100.9,23.255,6.41,333.5,12,NA
"T",213,0.25,2022,NA,2.675,7.815,97.9,23.3,5.505,810.5,9,NA
"L",214,0.25,2022,NA,0.8,8.14,100.75,22.585,5.93,351.5,10,NA
"R",214,0.25,2022,NA,0.28,7.965,99.05,22.85,6.52,256.5,12,NA
"T",214,0.25,2022,NA,1.655,7.46,92.5,22.7,5.995,331,9,NA
"L",215,0.25,2022,NA,0.75,8.2525,104.375,23.71,6.2475,175.75,10.25,NA
"R",215,0.25,2022,NA,0.2475,8.0075,101.075,23.6375,6.455,266,12,NA
"T",215,0.25,2022,NA,1.3325,7.695,97.225,23.675,6.085,336.75,9,NA
"L",216,0.25,2022,NA,0.7,8.365,108,24.835,6.565,0,10.5,NA
"R",216,0.25,2022,NA,0.215,8.05,103.1,24.425,6.39,275.5,12,NA
"T",216,0.25,2022,NA,1.01,7.93,101.95,24.65,6.175,342.5,9,NA
