"lake","doy","depth","year","date_time","chl_ugL","do_mgL","do_percent","temp","pH","phyco_cells","SPC","flag"
"R",174,7,2022,"2022-06-23 08:46:20",21.18,0.82,6.9,5.1,5.592,1694,16,"pH"
"T",174,7,2022,"2022-06-23 09:48:20",2.55,0.73,6,4.27,5.078,557,14,"pH"
"L",175,7,2022,"2022-06-24 09:50:20",15.47,0.71,5.9,5.15,5.48,2352,21,NA
"R",175,7,2022,"2022-06-24 09:23:20",17.56,1.07,9.1,5.16,5.6,1917,16,NA
"T",175,7,2022,"2022-06-24 08:51:20",2.47,0.45,3.7,4.28,5.08,565,14,NA
"L",176,7,2022,"2022-06-25 08:27:20",11.56,0.72,6,5.1,5.49,2236,24,NA
"R",176,7,2022,"2022-06-25 08:05:20",26.34,1.03,8.7,5.07,5.58,2458,17,NA
"T",176,7,2022,"2022-06-25 07:40:20",2.82,0.43,3.5,4.25,5.06,568,14,NA
"L",177,7,2022,"2022-06-26 10:19:20",7.01,0.69,5.8,5.09,5.48,1344,24,NA
"R",177,7,2022,"2022-06-26 09:52:20",15.84,0.77,6.5,5.11,5.54,1953,16,NA
"T",177,7,2022,"2022-06-26 09:25:20",2.45,0.67,5.5,4.28,5.13,688,14,NA
"L",178,7,2022,"2022-06-27 08:49:20",8.27,0.63,5.3,5.1,5.34,1508,24,NA
"R",178,7,2022,"2022-06-27 09:45:20",19.14,0.97,8.2,5.2,5.58,1216,16,NA
"T",178,7,2022,"2022-06-27 09:17:20",2.5,0.7,5.8,4.27,5.15,585,14.5,NA
"L",179,7,2022,"2022-06-28 09:23:20",10.79,0.59,5,5.14,5.45,1845,24,NA
"R",179,7,2022,"2022-06-28 08:55:20",11.25,0.87,7.3,5.18,5.54,1092,16,NA
"T",179,7,2022,"2022-06-28 10:10:20",2.46,0.52,4.3,4.27,5.14,547,15,NA
"L",180,7,2022,"2022-06-29 09:31:20",10.31,0.43,3.6,5.18,5.45,1676,24,NA
"R",180,7,2022,"2022-06-29 09:57:20",12.44,0.84,7.1,5.22,5.57,1195,16,NA
"T",180,7,2022,"2022-06-29 08:55:20",2.76,0.36,3,4.31,5.1,590,14,NA
"L",181,7,2022,"2022-06-30 10:18:20",16.46,0.67,5.7,5.28,5.43,2648,20,NA
"R",181,7,2022,"2022-06-30 09:54:20",17.31,0.69,5.8,5.21,5.51,1326,16,NA
"T",181,7,2022,"2022-06-30 09:24:20",2.8,0.59,4.9,4.26,5.08,607,14,NA
"L",182,7,2022,"2022-07-01 10:26:20",61.91,0.74,6.2,5.36,5.47,5441,15,NA
"R",182,7,2022,"2022-07-01 09:34:20",64.7,0.78,6.6,5.25,5.48,2479,16,NA
"T",182,7,2022,"2022-07-01 09:05:20",2.68,0.76,6.3,4.28,5.07,584,14,NA
"L",183,7,2022,"2022-07-02 09:32:20",9.83,0.73,6.1,5.32,5.45,2077,23,NA
"R",183,7,2022,"2022-07-02 09:02:20",34.1,0.7,5.9,5.18,5.48,2482,17,NA
"T",183,7,2022,"2022-07-02 08:34:20",2.46,0.73,6,4.31,5.13,669,14,NA
"L",184,7,2022,"2022-07-03 11:05:20",11.66,0.74,6.2,5.25,5.45,1900,24,NA
"R",184,7,2022,"2022-07-03 10:45:20",11.97,0.79,6.6,5.27,5.48,945,16,NA
"T",184,7,2022,"2022-07-03 10:21:20",2.36,0.77,6.3,4.29,5.01,657,15,NA
"L",185,7,2022,NA,21.29,0.73,6.15,5.31,5.415,2954,22.5,NA
"R",185,7,2022,NA,13.465,0.805,6.75,5.305,5.5,970.5,16,NA
"T",185,7,2022,NA,2.575,0.765,6.3,4.3,5.055,622,14.5,NA
"L",186,7,2022,"2022-07-05 08:58:20",30.92,0.72,6.1,5.37,5.38,4008,21,NA
"R",186,7,2022,"2022-07-05 09:53:20",14.96,0.82,6.9,5.34,5.52,996,16,NA
"T",186,7,2022,"2022-07-05 09:25:20",2.79,0.76,6.3,4.31,5.1,587,14,NA
"L",187,7,2022,NA,21.48,0.725,6.1,5.355,5.41,3107.5,22.5,NA
"R",187,7,2022,NA,16.73,0.865,7.3,5.36,5.53,1195,16,NA
"T",187,7,2022,NA,2.69,0.76,6.25,4.315,5.09,602,14,NA
"L",188,7,2022,"2022-07-07 09:08:20",12.04,0.73,6.1,5.34,5.44,2207,24,NA
"R",188,7,2022,"2022-07-07 09:40:20",18.5,0.91,7.7,5.38,5.54,1394,16,NA
"T",188,7,2022,"2022-07-07 08:44:20",2.59,0.76,6.2,4.32,5.08,617,14,NA
"L",189,7,2022,NA,10.75,0.735,6.15,5.315,5.465,1983.5,25.5,NA
"R",189,7,2022,NA,19.63,0.895,7.6,5.395,5.525,1413.5,16,NA
"T",189,7,2022,NA,2.69,0.76,6.2,4.3,5.065,604.5,14,NA
"L",190,7,2022,"2022-07-09 10:01:20",9.46,0.74,6.2,5.29,5.49,1760,27,NA
"R",190,7,2022,"2022-07-09 09:21:20",20.76,0.88,7.5,5.41,5.51,1433,16,NA
"T",190,7,2022,"2022-07-09 08:53:20",2.79,0.76,6.2,4.28,5.05,592,14,NA
"L",191,7,2022,NA,15.43,0.735,6.2,5.355,5.455,2621,24,NA
"R",191,7,2022,NA,23.115,0.8675,7.4,5.445,5.45,1411.5,16,NA
"T",191,7,2022,NA,2.585,0.76,6.2,4.295,5.105,567,14.5,NA
"L",192,7,2022,"2022-07-11 11:39:20",21.4,0.73,6.2,5.42,5.42,3482,21,NA
"R",192,7,2022,"2022-07-11 09:31:20",25.47,0.855,7.3,5.48,5.39,1390,16,NA
"T",192,7,2022,"2022-07-11 12:12:20",2.38,0.76,6.2,4.31,5.16,542,15,NA
"L",193,7,2022,NA,19.31,0.73,6.15,5.445,5.45,3309.5,21,NA
"R",193,7,2022,NA,22.605,0.8425,7.2,5.485,5.47,1523,16,NA
"T",193,7,2022,NA,2.505,0.765,6.25,4.32,5.205,548.5,15,NA
"L",194,7,2022,"2022-07-13 09:24:20",17.22,0.73,6.1,5.47,5.48,3137,21,NA
"R",194,7,2022,"2022-07-13 08:58:20",19.74,0.83,7.1,5.49,5.55,1656,16,NA
"T",194,7,2022,"2022-07-13 10:05:20",2.63,0.77,6.3,4.33,5.25,555,15,NA
"L",195,7,2022,NA,18.14,0.73,6.15,5.47,5.495,3311,21.5,NA
"R",195,7,2022,NA,22.47,0.83,7.05,5.51,5.605,1587,16,NA
"T",195,7,2022,NA,2.715,0.77,6.3,4.32,5.24,576.5,15,NA
"L",196,7,2022,"2022-07-15 09:15:20",19.06,0.73,6.2,5.47,5.51,3485,22,NA
"R",196,7,2022,"2022-07-15 09:36:20",25.2,0.83,7,5.53,5.66,1518,16,NA
"T",196,7,2022,"2022-07-15 10:15:20",2.8,0.77,6.3,4.31,5.23,598,15,NA
"L",197,7,2022,NA,26.6616666666667,0.73,6.2,5.525,5.52,3535,21.5,NA
"R",197,7,2022,NA,29.19,0.845,7.15,5.565,5.645,1451,16,NA
"T",197,7,2022,NA,2.755,0.765,6.3,4.305,5.25,588.5,15,NA
"L",198,7,2022,"2022-07-17 09:23:20",34.2633333333333,0.73,6.2,5.58,5.53,3585,21,NA
"R",198,7,2022,"2022-07-17 08:59:20",33.18,0.86,7.3,5.6,5.63,1384,16,NA
"T",198,7,2022,"2022-07-17 09:50:20",2.71,0.76,6.3,4.3,5.27,579,15,NA
"L",199,7,2022,NA,27.7725,0.7275,6.175,5.585,5.525,3072.25,22,NA
"R",199,7,2022,NA,33.665,0.915,7.75,5.62,5.64,1643.5,16,NA
"T",199,7,2022,NA,2.795,0.76,6.25,4.3,5.24,585,15,NA
"L",200,7,2022,NA,21.2816666666667,0.725,6.15,5.59,5.52,2559.5,23,NA
"R",200,7,2022,"2022-07-19 09:06:20",34.15,0.97,8.2,5.64,5.65,1903,16,NA
"T",200,7,2022,"2022-07-19 09:40:20",2.88,0.76,6.2,4.3,5.21,591,15,NA
"L",201,7,2022,NA,14.7908333333333,0.7225,6.125,5.595,5.515,2046.75,24,NA
"R",201,7,2022,NA,20.34,0.845,7.15,5.65,5.615,1506,16.5,NA
"T",201,7,2022,NA,2.665,0.76,6.2,4.33,5.24,580.5,15,NA
"L",202,7,2022,"2022-07-21 11:44:20",8.3,0.72,6.1,5.6,5.51,1534,25,NA
"R",202,7,2022,"2022-07-21 12:05:20",6.53,0.72,6.1,5.66,5.58,1109,17,NA
"T",202,7,2022,"2022-07-21 12:36:20",2.45,0.76,6.2,4.36,5.27,570,15,NA
"L",203,7,2022,NA,14.66,0.715,6.1,5.68,5.585,2011,24.5,NA
"R",203,7,2022,NA,16.135,0.765,6.5,5.7,5.62,1337,16.5,NA
"T",203,7,2022,NA,3.035,0.755,6.15,4.355,5.275,613,15,NA
"L",204,7,2022,"2022-07-23 09:36:20",21.02,0.71,6.1,5.76,5.66,2488,24,NA
"R",204,7,2022,"2022-07-23 09:13:20",25.74,0.81,6.9,5.74,5.66,1565,16,NA
"T",204,7,2022,"2022-07-23 08:47:20",3.62,0.75,6.1,4.35,5.28,656,15,NA
"L",205,7,2022,NA,17.77,0.71,6.05,5.715,5.565,2368,24,NA
"R",205,7,2022,NA,17.1,0.755,6.45,5.745,5.655,1225.5,16.5,NA
"T",205,7,2022,NA,3.24,0.755,6.15,4.345,5.27,698,15,NA
"L",206,7,2022,"2022-07-25 10:50:20",14.52,0.71,6,5.67,5.47,2248,24,NA
"R",206,7,2022,"2022-07-25 11:12:20",8.46,0.7,6,5.75,5.65,886,17,NA
"T",206,7,2022,"2022-07-25 10:27:20",2.86,0.76,6.2,4.34,5.26,740,15,NA
"L",207,7,2022,NA,14.1425,0.705,5.95,5.675,5.515,2186,24.25,NA
"R",207,7,2022,NA,7.58,0.6925,5.95,5.755,5.67,864.75,17,NA
"T",207,7,2022,NA,2.7825,0.7525,6.15,4.3375,5.3075,711.5,15,NA
"L",208,7,2022,NA,13.765,0.7,5.9,5.68,5.56,2124,24.5,NA
"R",208,7,2022,NA,6.7,0.685,5.9,5.76,5.69,843.5,17,NA
"T",208,7,2022,NA,2.705,0.745,6.1,4.335,5.355,683,15,NA
"L",209,7,2022,NA,13.3875,0.695,5.85,5.685,5.605,2062,24.75,NA
"R",209,7,2022,NA,5.82,0.6775,5.85,5.765,5.71,822.25,17,NA
"T",209,7,2022,NA,2.6275,0.7375,6.05,4.3325,5.4025,654.5,15,NA
"L",210,7,2022,"2022-07-29 09:26:20",13.01,0.69,5.8,5.69,5.65,2000,25,NA
"R",210,7,2022,"2022-07-29 09:04:20",4.94,0.67,5.8,5.77,5.73,801,17,NA
"T",210,7,2022,"2022-07-29 08:38:20",2.55,0.73,6,4.33,5.45,626,15,NA
"L",211,7,2022,NA,10.37,0.7,5.9,5.64,5.685,1608,28,NA
"R",211,7,2022,NA,5.82,0.69,5.95,5.785,5.725,806.5,17,NA
"T",211,7,2022,NA,2.69,0.74,6.1,4.335,5.415,666,15,NA
"L",212,7,2022,"2022-07-31 13:09:20",7.73,0.71,6,5.59,5.72,1216,31,NA
"R",212,7,2022,"2022-07-31 12:47:20",6.7,0.71,6.1,5.8,5.72,812,17,NA
"T",212,7,2022,"2022-07-31 12:18:20",2.83,0.75,6.2,4.34,5.38,706,15,NA
"L",213,7,2022,"2022-08-01 12:47:20",10.94,0.7,6,5.63,5.71,1550,29,NA
"R",213,7,2022,"2022-08-01 12:19:20",5.01,0.69,5.8,5.78,5.72,812,17,NA
"T",213,7,2022,"2022-08-01 11:53:20",3.18,0.73,6,4.34,5.51,720,15,NA
"L",214,7,2022,"2022-08-02 10:03:20",12.42,0.68,5.8,5.77,5.7,1902,25,NA
"R",214,7,2022,"2022-08-02 11:03:20",5.1,0.72,6.1,5.71,5.76,760,18,NA
"T",214,7,2022,"2022-08-02 10:35:20",2.85,0.73,6,4.33,5.41,576,15,NA
"L",215,7,2022,NA,10.975,0.695,5.95,5.795,5.78,1716,26,NA
"R",215,7,2022,NA,4.635,0.715,6.1,5.715,5.875,737,18,NA
"T",215,7,2022,NA,2.56,0.745,6.1,4.34,5.485,593.5,15.5,NA
"L",216,7,2022,"2022-08-04 14:37:20",9.53,0.71,6.1,5.82,5.86,1530,27,NA
"R",216,7,2022,"2022-08-04 14:14:20",4.17,0.71,6.1,5.72,5.99,714,18,NA
"T",216,7,2022,"2022-08-04 13:50:20",2.27,0.76,6.2,4.35,5.56,611,16,NA
"L",217,7,2022,NA,9.555,0.705,6.05,5.825,5.815,1499.5,28,NA
"R",217,7,2022,NA,4.16,0.71,6.05,5.7,5.895,715.5,18,NA
"T",217,7,2022,NA,2.46,0.75,6.15,4.36,5.51,638,16,NA
"L",218,7,2022,"2022-08-06 12:28:20",9.58,0.7,6,5.83,5.77,1469,29,NA
"R",218,7,2022,"2022-08-06 12:03:20",4.15,0.71,6,5.68,5.8,717,18,NA
"T",218,7,2022,"2022-08-06 11:34:20",2.65,0.74,6.1,4.37,5.46,665,16,NA
"L",219,7,2022,NA,9.46,0.705,6,5.835,5.755,1465,30,NA
"R",219,7,2022,NA,4.35,0.71,6.05,5.7,5.805,725,18,NA
"T",219,7,2022,NA,2.58,0.75,6.15,4.36,5.485,655,16,NA
"L",220,7,2022,"2022-08-08 09:37:20",9.34,0.71,6,5.84,5.74,1461,31,NA
"R",220,7,2022,"2022-08-08 10:03:20",4.55,0.71,6.1,5.72,5.81,733,18,NA
"T",220,7,2022,"2022-08-08 09:03:20",2.51,0.76,6.2,4.35,5.51,645,16,NA
"L",153,7.25,2022,NA,3.615,0.745,6.25,4.75,5.185,798.5,24,NA
"R",153,7.25,2022,NA,16.83,0.755,6.25,4.51,5.215,1885.5,17,NA
"T",153,7.25,2022,NA,2.755,0.75,6.2,4.235,4.91,580,13.5,NA
"L",154,7.25,2022,NA,3.66,0.73,6.1,4.78,5.4625,797.5,25.5,NA
"R",154,7.25,2022,NA,7.515,0.7,5.8,4.475,5.55,1195,18.5,NA
"T",154,7.25,2022,NA,2.405,0.74,6.1,4.24,4.935,542.5,13.5,NA
"L",155,7.25,2022,NA,3.825,0.72,6,4.795,5.74,752.5,24,NA
"R",155,7.25,2022,NA,8.67,0.815,6.75,4.48,5.885,1334,18,NA
"T",155,7.25,2022,NA,2.605,0.71,5.9,4.23,4.96,594,13.5,NA
"L",156,7.25,2022,NA,3.51,0.72,6,4.795,5.58,717,25.5,NA
"R",156,7.25,2022,NA,7.825,0.75,6.2,4.545,5.66,1213.5,18,NA
"T",156,7.25,2022,NA,2.435,0.47,3.85,4.215,4.985,659,13.5,NA
"L",157,7.25,2022,NA,3.65,0.72,6,4.815,5.415,750.5,26.5,NA
"R",157,7.25,2022,NA,10.34,0.81,6.7,4.595,5.62,1472.5,18,NA
"T",157,7.25,2022,NA,2.4,0.435,3.55,4.2,5.01,660.5,13.5,NA
"L",158,7.25,2022,NA,4.135,0.705,5.9,4.845,5.445,452.5,22.5,NA
"R",158,7.25,2022,NA,7.66,0.74,6.2,4.635,5.52,913.5,17.5,NA
"T",158,7.25,2022,NA,2.17,0.445,3.7,4.245,5.145,240.5,13.5,NA
"L",159,7.25,2022,NA,4.53,0.68,5.7,4.865,5.46,874.5,25,NA
"R",159,7.25,2022,NA,19.815,0.54,4.55,4.665,5.45,2195,17.5,NA
"T",159,7.25,2022,NA,2.41,0.62,5.1,4.235,5.21,584.5,13.5,NA
"L",160,7.25,2022,NA,4.04,0.415,3.45,4.835,5.31,779,26,NA
"R",160,7.25,2022,NA,7.65,0.7,5.8,4.645,5.47,1167,17.5,NA
"T",160,7.25,2022,NA,2.09,0.505,4.15,4.24,5.105,507.5,14,NA
"L",161,7.25,2022,NA,4.755,0.735,6.15,4.885,5.35,892,25,NA
"R",161,7.25,2022,NA,15.49,0.735,6.1,4.66,5.44,1793,17.5,NA
"T",161,7.25,2022,NA,2.1,0.745,6.15,4.235,5.06,515.5,14,NA
"L",162,7.25,2022,NA,5.555,0.625,5.25,4.895,5.38,1064,25,NA
"R",162,7.25,2022,NA,28.185,0.775,6.45,4.805,5.515,2532.5,16.5,NA
"T",162,7.25,2022,NA,2.29,0.725,5.95,4.235,5.165,528.5,13.5,NA
"L",163,7.25,2022,NA,3.87,0.715,6,4.885,5.37,771,26,NA
"R",163,7.25,2022,NA,15.28,0.695,5.85,4.81,5.33,1784,16.5,NA
"T",163,7.25,2022,NA,2.46,0.73,6,4.23,5.115,567,14,NA
"L",164,7.25,2022,NA,5.16,0.695,5.85,4.875,5.42,922.5,29,NA
"R",164,7.25,2022,NA,8.695,0.72,6.05,4.79,5.555,1402,17,NA
"T",164,7.25,2022,NA,2.37,0.71,5.85,4.225,5.08,549,14,NA
"L",165,7.25,2022,NA,4.36,0.67,5.6,4.895,5.475,871,26,NA
"R",165,7.25,2022,NA,5.98,0.745,6.2,4.745,5.515,1034.5,17.5,NA
"T",165,7.25,2022,NA,2.475,0.415,3.4,4.24,5.08,542,14,NA
"L",166,7.25,2022,NA,10.065,0.56,4.7,4.93,5.4755,628.5,25.5,NA
"R",166,7.25,2022,NA,7.235,0.72,6,4.8,5.5205,1062.5,17,NA
"T",166,7.25,2022,NA,2.255,0.7,5.75,4.25,5.082,225.5,13.5,NA
"L",167,7.25,2022,NA,4.195,0.395,3.35,4.915,5.476,862.5,27.5,NA
"R",167,7.25,2022,NA,11.87,0.68,5.7,4.845,5.526,1412.5,17,NA
"T",167,7.25,2022,NA,1.925,0.67,5.5,4.245,5.084,492,14.5,NA
"L",168,7.25,2022,NA,6.98,0.44,3.7,4.985,5.4765,1287,24,NA
"R",168,7.25,2022,NA,4.585,0.675,5.65,4.815,5.5315,929,18.5,NA
"T",168,7.25,2022,NA,2.095,0.64,5.25,4.24,5.086,499,14,NA
"L",169,7.25,2022,NA,4.45,0.51,4.3,4.965,5.477,926,26,NA
"R",169,7.25,2022,NA,5.845,0.695,5.8,4.86,5.537,963,17.5,NA
"T",169,7.25,2022,NA,2.335,0.66,5.5,4.27,5.088,526,14,NA
"L",170,7.25,2022,NA,5.26,0.34,2.85,4.965,5.4775,1047.5,26,NA
"R",170,7.25,2022,NA,14.135,0.705,5.9,4.885,5.5425,1403,17.5,NA
"T",170,7.25,2022,NA,2.045,0.605,5,4.255,5.09,496.5,14,NA
"L",171,7.25,2022,NA,6.12,0.605,5.1,4.975,5.478,1072,26,NA
"R",171,7.25,2022,NA,12.94,0.715,6,4.97,5.548,1344.5,17,NA
"T",171,7.25,2022,NA,2.015,0.345,2.85,4.26,5.092,491.5,14,NA
"L",172,7.25,2022,NA,6.41,0.75,6.25,4.96,5.4785,1071,27,NA
"R",172,7.25,2022,NA,4.41,0.69,5.75,4.73,5.5535,894.5,19,NA
"T",172,7.25,2022,NA,1.895,0.39,3.2,4.24,5.094,477.5,14.5,NA
"L",173,7.25,2022,NA,7.585,0.73,6.1,5.05,5.479,1370,24.5,NA
"R",173,7.25,2022,NA,22.07,0.74,6.2,4.99,5.559,1888.5,17,NA
"T",173,7.25,2022,NA,2.33,0.76,6.25,4.27,5.096,529,14,NA
"L",174,7.25,2022,NA,8.95,0.71,5.95,5.05,5.4795,1605,25.5,NA
"R",174,7.25,2022,NA,15.92,0.79,6.65,5.045,5.5645,1538.5,16.5,NA
"T",174,7.25,2022,NA,2.22,0.73,6,4.265,5.098,523,14.5,NA
"L",175,7.25,2022,NA,10.71,0.71,5.95,5.09,5.48,1756,24.5,NA
"R",175,7.25,2022,NA,16.78,0.95,8.05,5.075,5.57,1735.5,17,NA
"T",175,7.25,2022,NA,2.225,0.45,3.7,4.255,5.1,548.5,14.5,NA
"L",176,7.25,2022,NA,9.51,0.715,6,5.055,5.51,1813,26.5,NA
"R",176,7.25,2022,NA,22.14,0.905,7.65,5.04,5.56,2240,17,NA
"T",176,7.25,2022,NA,2.415,0.42,3.45,4.25,5.08,540,14.5,NA
"L",177,7.25,2022,NA,5.98,0.69,5.8,5.055,5.51,1179,27,NA
"R",177,7.25,2022,NA,13.43,0.75,6.3,5.08,5.525,1699.5,16.5,NA
"T",177,7.25,2022,NA,2.225,0.675,5.55,4.27,5.155,672,14.5,NA
"L",178,7.25,2022,NA,6.705,0.635,5.35,5.05,5.36,1315,27,NA
"R",178,7.25,2022,NA,11.49,0.9,7.6,5.125,5.565,1017.5,16.75,NA
"T",178,7.25,2022,NA,2.315,0.705,5.85,4.265,5.165,565,14.75,NA
"L",179,7.25,2022,NA,8.025,0.59,4.95,5.09,5.48,1437.5,27,NA
"R",179,7.25,2022,NA,12.31,0.79,6.6,5.12,5.51,1276.5,17,NA
"T",179,7.25,2022,NA,2.275,0.52,4.3,4.265,5.16,530.5,15,NA
"L",180,7.25,2022,NA,8.03,0.425,3.55,5.11,5.475,1372,27,NA
"R",180,7.25,2022,NA,10.035,0.78,6.6,5.155,5.56,1154.5,17,NA
"T",180,7.25,2022,NA,2.43,0.365,3.05,4.29,5.12,555,14,NA
"L",181,7.25,2022,NA,12.61,0.675,5.7,5.215,5.455,2178,23,NA
"R",181,7.25,2022,NA,11.17,0.69,5.8,5.16,5.505,1163.5,17,NA
"T",181,7.25,2022,NA,2.43,0.59,4.9,4.265,5.105,568.5,14.5,NA
"L",182,7.25,2022,NA,37.4,0.74,6.2,5.26,5.455,3448,22,NA
"R",182,7.25,2022,NA,34.215,0.76,6.4,5.095,5.47,1622.5,17.5,NA
"T",182,7.25,2022,NA,2.425,0.76,6.25,4.27,5.09,563,14.5,NA
"L",183,7.25,2022,NA,7.515,0.735,6.15,5.24,5.485,1563.5,26.5,NA
"R",183,7.25,2022,NA,19.58,0.705,5.9,5.055,5.475,1680,18,NA
"T",183,7.25,2022,NA,2.325,0.73,6,4.3,5.155,641.5,14.5,NA
"L",184,7.25,2022,NA,8.63,0.74,6.2,5.175,5.48,1512,27.5,NA
"R",184,7.25,2022,NA,9.615,0.775,6.5,5.215,5.46,971.5,17,NA
"T",184,7.25,2022,NA,2.17,0.77,6.3,4.28,5.045,639.5,15,NA
"L",185,7.25,2022,NA,14.1275,0.7325,6.15,5.2175,5.44,2190.75,26.5,NA
"R",185,7.25,2022,NA,14.6575,0.785,6.575,5.255,5.4775,1113,16.75,NA
"T",185,7.25,2022,NA,2.3325,0.7675,6.3,4.2875,5.0825,596.75,14.75,NA
"L",186,7.25,2022,NA,19.625,0.725,6.1,5.26,5.4,2869.5,25.5,NA
"R",186,7.25,2022,NA,19.7,0.795,6.65,5.295,5.495,1254.5,16.5,NA
"T",186,7.25,2022,NA,2.495,0.765,6.3,4.295,5.12,554,14.5,NA
"L",187,7.25,2022,NA,14.3125,0.73,6.125,5.24,5.44,2256.25,26.75,NA
"R",187,7.25,2022,NA,15.8425,0.8175,6.875,5.3,5.51,1194.75,16.75,NA
"T",187,7.25,2022,NA,2.455,0.7625,6.275,4.295,5.1125,568.75,14.5,NA
"L",188,7.25,2022,NA,9,0.735,6.15,5.22,5.48,1643,28,NA
"R",188,7.25,2022,NA,11.985,0.84,7.1,5.305,5.525,1135,17,NA
"T",188,7.25,2022,NA,2.415,0.76,6.25,4.295,5.105,583.5,14.5,NA
"L",189,7.25,2022,NA,8.1475,0.7375,6.175,5.215,5.5025,1508.75,28.75,NA
"R",189,7.25,2022,NA,12.93,0.8375,7.075,5.31,5.5075,1160.5,17,NA
"T",189,7.25,2022,NA,2.39,0.7625,6.25,4.2825,5.0925,568,14.5,NA
"L",190,7.25,2022,NA,7.295,0.74,6.2,5.21,5.525,1374.5,29.5,NA
"R",190,7.25,2022,NA,13.875,0.835,7.05,5.315,5.49,1186,17,NA
"T",190,7.25,2022,NA,2.365,0.765,6.25,4.27,5.08,552.5,14.5,NA
"L",191,7.25,2022,NA,10.775,0.735,6.175,5.27,5.4925,1903.5,27.25,NA
"R",191,7.25,2022,NA,15.755,0.8225,6.9625,5.3725,5.4325,1237.25,17,NA
"T",191,7.25,2022,NA,2.305,0.7625,6.25,4.2875,5.13,542.25,14.75,NA
"L",192,7.25,2022,NA,14.255,0.73,6.15,5.33,5.46,2432.5,25,NA
"R",192,7.25,2022,NA,17.635,0.81,6.875,5.43,5.375,1288.5,17,NA
"T",192,7.25,2022,NA,2.245,0.76,6.25,4.305,5.18,532,15,NA
"L",193,7.25,2022,NA,12.9475,0.73,6.125,5.335,5.4925,2292.25,25.75,NA
"R",193,7.25,2022,NA,14.925,0.7975,6.7875,5.415,5.4525,1252.75,17,NA
"T",193,7.25,2022,NA,2.345,0.7625,6.275,4.3125,5.23,537,15,NA
"L",194,7.25,2022,NA,11.64,0.73,6.1,5.34,5.525,2152,26.5,NA
"R",194,7.25,2022,NA,12.215,0.785,6.7,5.4,5.53,1217,17,NA
"T",194,7.25,2022,NA,2.445,0.765,6.3,4.32,5.28,542,15,NA
"L",195,7.25,2022,NA,12.575,0.7325,6.15,5.36,5.5375,2342.5,26.5,NA
"R",195,7.25,2022,NA,14.5575,0.795,6.75,5.425,5.5875,1264.75,17,NA
"T",195,7.25,2022,NA,2.4775,0.765,6.275,4.3075,5.2675,553,15.25,NA
"L",196,7.25,2022,NA,13.51,0.735,6.2,5.38,5.55,2533,26.5,NA
"R",196,7.25,2022,NA,16.9,0.805,6.8,5.45,5.645,1312.5,17,NA
"T",196,7.25,2022,NA,2.51,0.765,6.25,4.295,5.255,564,15.5,NA
"L",197,7.25,2022,NA,17.3783333333333,0.735,6.2,5.405,5.5525,2543.75,26.25,NA
"R",197,7.25,2022,NA,19.21,0.82,6.925,5.4775,5.6225,1286.25,17,NA
"T",197,7.25,2022,NA,2.46,0.7625,6.25,4.295,5.275,555,15.5,NA
"L",198,7.25,2022,NA,21.2466666666667,0.735,6.2,5.43,5.555,2554.5,26,NA
"R",198,7.25,2022,NA,21.52,0.835,7.05,5.505,5.6,1260,17,NA
"T",198,7.25,2022,NA,2.41,0.76,6.25,4.295,5.295,546,15.5,NA
"L",199,7.25,2022,NA,17.63375,0.7325,6.175,5.44,5.55375,2251.25,26.625,NA
"R",199,7.25,2022,NA,21.8125,0.8725,7.375,5.54,5.61,1407,17,NA
"T",199,7.25,2022,NA,2.4625,0.76,6.25,4.295,5.27,549.5,15.5,NA
"L",200,7.25,2022,NA,14.0208333333333,0.73,6.15,5.45,5.5525,1948,27.25,NA
"R",200,7.25,2022,NA,22.105,0.91,7.7,5.575,5.62,1554,17,NA
"T",200,7.25,2022,NA,2.515,0.76,6.25,4.295,5.245,553,15.5,NA
"L",201,7.25,2022,NA,10.4079166666667,0.7275,6.125,5.46,5.55125,1644.75,27.875,NA
"R",201,7.25,2022,NA,13.375,0.815,6.9,5.53,5.6,1212.75,17.5,NA
"T",201,7.25,2022,NA,2.4125,0.76,6.25,4.315,5.2725,547.5,15.5,NA
"L",202,7.25,2022,NA,6.795,0.725,6.1,5.47,5.55,1341.5,28.5,NA
"R",202,7.25,2022,NA,4.645,0.72,6.1,5.485,5.58,871.5,18,NA
"T",202,7.25,2022,NA,2.31,0.76,6.25,4.335,5.3,542,15.5,NA
"L",203,7.25,2022,NA,10.3175,0.7225,6.1,5.5475,5.6225,1587.5,27.75,NA
"R",203,7.25,2022,NA,9.905,0.7525,6.375,5.5375,5.61,1010,17.5,NA
"T",203,7.25,2022,NA,2.695,0.7525,6.175,4.3375,5.3075,572.5,15.5,NA
"L",204,7.25,2022,NA,13.84,0.72,6.1,5.625,5.695,1833.5,27,NA
"R",204,7.25,2022,NA,15.165,0.785,6.65,5.59,5.64,1148.5,17,NA
"T",204,7.25,2022,NA,3.08,0.745,6.1,4.34,5.315,603,15.5,NA
"L",205,7.25,2022,NA,12.1175,0.7175,6.075,5.59,5.6075,1758.75,27.25,NA
"R",205,7.25,2022,NA,10.48,0.7475,6.35,5.605,5.64,958.5,17.25,NA
"T",205,7.25,2022,NA,2.815,0.7525,6.15,4.3375,5.305,643.5,15.5,NA
"L",206,7.25,2022,NA,10.395,0.715,6.05,5.555,5.52,1684,27.5,NA
