"lake","doy","depth","year","date_time","chl_ugL","do_mgL","do_percent","temp","pH","phyco_cells","SPC","flag"
"R",160,6,2022,"2022-06-09 09:43:20",12.45,0.88,7.4,4.83,5.57,1436,15,NA
"T",160,6,2022,"2022-06-09 10:29:20",3.08,0.49,4,4.29,4.98,576,12,NA
"L",161,6,2022,"2022-06-10 11:28:20",30.2,0.78,6.6,5.12,5.44,2843,13,NA
"R",161,6,2022,"2022-06-10 10:59:20",14.22,0.79,6.6,4.83,5.52,1425,15,NA
"T",161,6,2022,"2022-06-10 12:23:20",3.61,0.75,6.2,4.29,4.95,559,12,NA
"L",162,6,2022,"2022-06-11 08:46:20",18.89,0.73,6.2,5.18,5.45,2721,13,NA
"R",162,6,2022,"2022-06-11 12:24:20",31.05,0.9,7.5,4.88,5.59,2041,16,NA
"T",162,6,2022,"2022-06-11 13:01:20",3.13,0.72,5.9,4.3,5.06,579,12,NA
"L",163,6,2022,"2022-06-12 09:59:20",30.74,0.73,6.1,5.1,5.43,3163,14,NA
"R",163,6,2022,"2022-06-12 09:35:20",25.58,0.97,8.1,4.9,5.4,1705,16,NA
"T",163,6,2022,"2022-06-12 10:29:20",3.4,0.72,5.9,4.28,5,588,12,NA
"L",164,6,2022,"2022-06-13 10:41:50",24.79,0.72,6.1,5.03,5.44,2494,15,NA
"R",164,6,2022,"2022-06-13 11:19:20",24.16,0.84,7.1,4.92,5.63,1347,16,NA
"T",164,6,2022,"2022-06-13 10:11:20",4.02,0.7,5.8,4.29,4.98,698,12,NA
"L",165,6,2022,"2022-06-14 09:57:20",28.75,0.67,5.6,5.23,5.5,3186,13,NA
"R",165,6,2022,"2022-06-14 09:27:20",15.42,0.84,7,4.93,5.57,1373,16,NA
"T",165,6,2022,"2022-06-14 08:51:20",3.08,0.4,3.3,4.34,4.98,618,12,NA
"L",166,6,2022,"2022-06-15 10:51:20",15.58,0.7,5.9,5.39,NA,1349,13,"pH"
"R",166,6,2022,"2022-06-15 11:13:20",15.28,0.86,7.2,4.95,NA,924,16,"pH"
"T",166,6,2022,"2022-06-15 11:46:20",4.55,0.69,5.7,4.33,NA,339,12,"pH"
"L",167,6,2022,"2022-06-16 09:45:20",27.65,0.44,3.7,5.15,NA,3194,13,"pH"
"R",167,6,2022,"2022-06-16 10:08:20",16.17,0.83,7,4.98,NA,1213,16,"pH"
"T",167,6,2022,"2022-06-16 10:44:20",2.64,0.67,5.5,4.3,NA,521,12,"pH"
"L",168,6,2022,"2022-06-17 07:39:20",20.84,0.5,4.3,5.36,NA,2413,13,"pH"
"R",168,6,2022,"2022-06-17 08:02:20",26.29,0.81,6.8,4.99,NA,1667,16,"pH"
"T",168,6,2022,"2022-06-17 08:33:20",3.51,0.62,5.1,4.31,NA,615,12,"pH"
"L",169,6,2022,"2022-06-18 10:45:20",20.59,0.76,6.5,5.36,NA,2409,13,"pH"
"R",169,6,2022,"2022-06-18 11:07:20",17.7,0.89,7.5,5.04,NA,1373,16,"pH"
"T",169,6,2022,"2022-06-18 11:35:20",3.11,0.65,5.3,4.3,NA,645,13,"pH"
"L",170,6,2022,"2022-06-19 10:01:20",22.27,0.46,3.9,5.39,NA,2529,13,"pH"
"R",170,6,2022,"2022-06-19 10:22:20",28.9,0.87,7.4,5.04,NA,1642,16,"pH"
"T",170,6,2022,"2022-06-19 10:52:20",5.78,0.6,5,4.31,NA,728,12,"pH"
"L",171,6,2022,"2022-06-20 09:30:20",22.92,0.67,5.7,5.37,NA,2603,13,"pH"
"R",171,6,2022,"2022-06-20 10:03:20",24.23,0.87,7.3,5.08,NA,1522,16,"pH"
"T",171,6,2022,"2022-06-20 09:04:20",6.43,0.33,2.7,4.33,NA,849,12,"pH"
"L",172,6,2022,"2022-06-21 09:51:20",23.53,0.74,6.3,5.32,NA,2419,14,"pH"
"R",172,6,2022,"2022-06-21 09:21:20",18.615,0.98,8.3,5.1,NA,1498,16,"pH"
"T",172,6,2022,"2022-06-21 08:52:20",3.65,0.38,3.1,4.29,NA,632,13,"pH"
"L",173,6,2022,"2022-06-22 09:17:20",21.61,NA,NA,5.39,NA,2376,13,"pH"
"R",173,6,2022,"2022-06-22 08:51:20",42.32,NA,NA,5.15,NA,2098,16,"pH"
"T",173,6,2022,"2022-06-22 10:35:20",5.09,0.76,6.3,4.34,NA,764,12,"pH"
"L",174,6,2022,"2022-06-23 09:16:20",18.43,0.76,6.5,5.49,NA,2249,13,"pH"
"R",174,6,2022,"2022-06-23 08:44:20",35.07,0.98,8.3,5.12,NA,1697,16,"pH"
"T",174,6,2022,"2022-06-23 09:47:20",4.46,0.74,6.1,4.31,NA,677,12,"pH"
"L",175,6,2022,"2022-06-24 09:48:20",41.6,0.83,7.1,5.54,5.57,2519,13,NA
"R",175,6,2022,"2022-06-24 09:21:20",41.51,1.11,9.4,5.16,5.71,2027,16,NA
"T",175,6,2022,"2022-06-24 08:50:20",4.85,0.44,3.7,4.33,4.99,787,12,NA
"L",176,6,2022,"2022-06-25 08:25:20",26.31,0.83,7.1,5.62,5.58,2567,13,NA
"R",176,6,2022,"2022-06-25 08:03:20",36.92,1.23,10.4,5.2,5.67,1792,16,NA
"T",176,6,2022,"2022-06-25 07:39:20",5.4,0.4,3.3,4.3,4.98,778,12,NA
"L",177,6,2022,"2022-06-26 10:17:20",18.89,0.76,6.4,5.61,5.56,2050,13,NA
"R",177,6,2022,"2022-06-26 09:50:20",30.09,1.16,9.8,5.2,5.65,1584,16,NA
"T",177,6,2022,"2022-06-26 09:24:20",5.19,0.66,5.4,4.33,5.07,856,12,NA
"L",178,6,2022,"2022-06-27 08:47:20",13.97,0.74,6.3,5.72,5.36,2099,NA,NA
"R",178,6,2022,"2022-06-27 09:43:20",23.96,0.96,8.1,5.2,5.66,1318,NA,NA
"T",178,6,2022,"2022-06-27 09:16:20",4.14,0.7,5.8,4.32,5.06,765,NA,NA
"L",179,6,2022,"2022-06-28 09:21:20",30.24,0.73,6.2,5.62,5.48,2555,13,NA
"R",179,6,2022,"2022-06-28 08:53:20",29.73,1.04,8.8,5.24,5.62,1461,16,NA
"T",179,6,2022,"2022-06-28 10:09:20",3.7,0.52,4.3,4.33,5.05,626,13,NA
"L",180,6,2022,"2022-06-29 09:29:20",22.93,0.8,6.8,5.71,5.53,2272,13,NA
"R",180,6,2022,"2022-06-29 09:55:20",33.06,0.88,7.4,5.24,5.65,1310,16,NA
"T",180,6,2022,"2022-06-29 08:54:20",5.04,0.36,2.9,4.33,5.02,753,12,NA
"L",181,6,2022,"2022-06-30 10:16:20",24.34,0.7,6,5.67,5.51,2369,13,NA
"R",181,6,2022,"2022-06-30 09:52:20",28.85,0.86,7.3,5.24,5.57,1383,16,NA
"T",181,6,2022,"2022-06-30 09:23:20",4.45,0.58,4.8,4.33,4.98,725,13,NA
"L",182,6,2022,"2022-07-01 10:24:20",29.73,0.94,8,5.84,5.59,1698,13,NA
"R",182,6,2022,"2022-07-01 09:32:20",24.86,0.82,6.9,5.26,5.56,1276,16,NA
"T",182,6,2022,"2022-07-01 09:04:20",5.54,0.75,6.2,4.34,4.98,807,12,NA
"L",183,6,2022,"2022-07-02 09:30:20",38.7,0.92,7.9,5.83,5.53,2300,13,NA
"R",183,6,2022,"2022-07-02 09:00:20",28.42,1.02,8.6,5.31,5.54,1458,16,NA
"T",183,6,2022,"2022-07-02 08:33:20",5.6,0.73,6,4.37,5.04,911,13,NA
"L",184,6,2022,"2022-07-03 11:03:20",26.88,1.01,8.6,5.93,5.56,1837,13,NA
"R",184,6,2022,"2022-07-03 10:43:20",36.91,1.13,9.5,5.35,5.55,1568,16,NA
"T",184,6,2022,"2022-07-03 10:20:20",5.49,0.76,6.3,4.34,4.92,844,13,NA
"L",186,6,2022,"2022-07-05 08:56:20",34.08,0.99,8.5,6.06,5.48,2422,13,NA
"R",186,6,2022,"2022-07-05 09:51:20",16.63,0.83,7,5.34,5.56,1051,16,NA
"T",186,6,2022,"2022-07-05 09:24:20",4.57,0.75,6.2,4.36,5.01,688,13,NA
"L",188,6,2022,"2022-07-07 09:06:20",31.27,0.86,7.4,5.98,5.48,2491,13,NA
"R",188,6,2022,"2022-07-07 09:38:20",16.37,0.95,8,5.4,5.58,1015,16,NA
"T",188,6,2022,"2022-07-07 08:43:20",3.94,0.76,6.3,4.4,4.98,695,13,NA
"L",190,6,2022,"2022-07-09 09:59:20",54.74,0.92,7.9,6.07,5.52,2727,13,NA
"R",190,6,2022,"2022-07-09 09:19:20",29.88,1,8.5,5.44,5.56,1500,16,NA
"T",190,6,2022,"2022-07-09 08:52:20",5.38,0.76,6.3,4.37,4.96,861,13,NA
"L",192,6,2022,"2022-07-11 11:37:20",30.05,0.81,6.9,6.03,5.48,2360,13,NA
"R",192,6,2022,"2022-07-11 09:29:20",31.15,NA,NA,5.47,5.42,1396,16,NA
"T",192,6,2022,"2022-07-11 12:11:20",3.74,0.76,6.3,4.37,5.07,600,13,NA
"L",194,6,2022,"2022-07-13 09:22:20",23.055,1.22,10.6,6.42,5.6,1196,13,NA
"R",194,6,2022,"2022-07-13 08:56:20",34.17,0.99,8.4,5.53,5.62,1416,16,NA
"T",194,6,2022,"2022-07-13 10:04:20",4.07,0.76,6.3,4.38,5.16,650,13,NA
"L",196,6,2022,"2022-07-15 09:13:20",43.01,1.03,8.9,6.29,5.61,2024,13,NA
"R",196,6,2022,"2022-07-15 09:34:20",21.59,0.85,7.2,5.55,5.7,1305,16,NA
"T",196,6,2022,"2022-07-15 10:14:20",4.51,0.75,6.2,4.4,5.13,714,13,NA
"L",198,6,2022,"2022-07-17 09:21:20",43.7,0.86,7.4,6.32,5.63,2692,13,NA
"R",198,6,2022,"2022-07-17 08:57:20",25.24,0.87,7.4,5.58,5.69,1308,16,NA
"T",198,6,2022,"2022-07-17 09:49:20",4.54,0.76,6.2,4.38,5.18,708,13,NA
"L",200,6,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R",200,6,2022,"2022-07-19 09:04:20",31.75,0.96,8.1,5.66,5.69,1590,16,NA
"T",200,6,2022,"2022-07-19 09:39:20",4.18,0.76,6.2,4.37,5.11,675,13,NA
"L",202,6,2022,"2022-07-21 11:42:20",25.33,0.74,6.4,6.55,5.5,2307,13,NA
"R",202,6,2022,"2022-07-21 12:03:20",22.8,0.72,6.1,5.68,5.64,1235,16,NA
"T",202,6,2022,"2022-07-21 12:35:20",3.11,0.76,6.2,4.38,5.18,600,13,NA
"L",204,6,2022,"2022-07-23 09:34:20",47.44,0.8,7,6.58,5.7,2568,13,NA
"R",204,6,2022,"2022-07-23 09:11:20",22.62,0.87,7.4,5.73,5.71,1168,16,NA
"T",204,6,2022,"2022-07-23 08:46:20",5.22,0.74,6.1,4.47,5.17,698,13,NA
"L",206,6,2022,"2022-07-25 10:48:20",19.59,0.76,6.6,6.54,5.5,1955,13,NA
"R",206,6,2022,"2022-07-25 11:10:20",32.35,0.71,6,5.78,5.71,1556,16,NA
"T",206,6,2022,"2022-07-25 10:26:20",3.73,0.75,6.2,4.45,5.18,764,13,NA
"L",210,6,2022,"2022-07-29 09:24:20",31.9,0.71,6.2,6.7,5.73,2097,13,NA
"R",210,6,2022,"2022-07-29 09:02:20",29.55,0.67,5.8,5.87,5.78,1414,17,NA
"T",210,6,2022,"2022-07-29 08:37:20",4.3,0.72,6,4.47,5.35,767,13,NA
"L",212,6,2022,"2022-07-31 13:07:20",16.96,0.82,7.2,6.71,5.68,1649,13,NA
"R",212,6,2022,"2022-07-31 12:45:20",23.5,0.71,6,5.92,5.76,1260,17,NA
"T",212,6,2022,"2022-07-31 12:17:20",3.48,0.75,6.2,4.47,5.28,712,13,NA
"L",213,6,2022,"2022-08-01 12:45:20",23.02,0.86,7.5,6.64,5.72,2080,13,NA
"R",213,6,2022,"2022-08-01 12:17:20",27.51,0.67,5.8,5.94,5.76,1558,17,NA
"T",213,6,2022,"2022-08-01 11:52:20",4.53,0.72,6,4.56,5.45,789,13,NA
"L",214,6,2022,"2022-08-02 10:01:20",35.5,1,8.8,6.88,5.77,1993,13,NA
"R",214,6,2022,"2022-08-02 11:01:20",26.77,0.71,6.1,5.98,5.81,1333,17,NA
"T",214,6,2022,"2022-08-02 10:34:20",4.31,0.72,5.9,4.47,5.31,643,13,NA
"L",216,6,2022,"2022-08-04 14:35:20",19.33,0.92,8.1,6.89,5.88,1550,13,NA
"R",216,6,2022,"2022-08-04 14:12:20",7.18,0.71,6.1,5.97,6,889,17,NA
"T",216,6,2022,"2022-08-04 13:49:20",3.57,0.76,6.2,4.49,5.39,708,14,NA
"L",218,6,2022,"2022-08-06 12:26:20",53.4,1.01,8.9,7.08,5.77,2365,13,NA
"R",218,6,2022,"2022-08-06 12:01:20",17.85,0.7,6,6.01,5.84,1284,17,NA
"T",218,6,2022,"2022-08-06 11:33:20",4.19,0.74,6.1,4.51,5.34,781,13,NA
"L",220,6,2022,"2022-08-08 09:35:20",25.56,0.84,7.4,6.98,5.75,2029,13,NA
"R",220,6,2022,"2022-08-08 10:01:20",14.9,0.71,6.1,6.07,5.84,1197,17,NA
"T",220,6,2022,"2022-08-08 09:02:20",4.89,0.75,6.2,4.59,5.41,806,14,NA
"L",153,6.25,2022,NA,18.805,NA,6.95,NA,5.305,2256,14,NA
"R",153,6.25,2022,NA,23.41,NA,7.1,NA,5.29,2123.5,15.5,NA
"T",153,6.25,2022,NA,3.45,NA,6.25,NA,4.81,594.5,11.5,NA
"L",154,6.25,2022,NA,12.19,NA,6.35,NA,NA,1812,16.5,NA
"R",154,6.25,2022,NA,20.08,NA,6.3,NA,NA,1756,15.5,NA
"T",154,6.25,2022,NA,2.915,NA,6.1,NA,NA,577.5,12.5,NA
"L",155,6.25,2022,NA,18.595,NA,6.1,NA,5.88,2243.5,15,NA
"R",155,6.25,2022,NA,34.225,NA,8,NA,6.015,2096.5,15,NA
"T",155,6.25,2022,NA,3.9,NA,5.75,NA,NA,689,12.5,NA
"L",156,6.25,2022,NA,15.125,NA,6.35,NA,5.715,1693.5,15.5,NA
"R",156,6.25,2022,NA,20.805,NA,8.5,NA,5.765,1975.5,15.5,NA
"T",156,6.25,2022,NA,3.785,NA,3.8,NA,NA,740,12.5,NA
"L",157,6.25,2022,NA,17.855,NA,6.85,NA,5.54,2292.5,15.5,NA
"R",157,6.25,2022,NA,28.805,NA,7.95,NA,5.7,1773.5,15,NA
"T",157,6.25,2022,NA,2.96,NA,3.5,NA,4.96,714,12.5,NA
"L",158,6.25,2022,NA,20.955,NA,6.1,NA,5.53,1975.5,14.5,NA
"R",158,6.25,2022,NA,21.535,NA,7,NA,5.62,1318,15,NA
"T",158,6.25,2022,NA,3.265,NA,3.55,NA,5.07,299.5,12.5,NA
"L",159,6.25,2022,NA,18.855,NA,6.9,NA,5.575,2444.5,14,NA
"R",159,6.25,2022,NA,21.275,NA,6.35,NA,5.52,1783,15,NA
"T",159,6.25,2022,NA,2.84,NA,5.1,NA,5.14,589,12.5,NA
"L",160,6.25,2022,NA,22.1,NA,3.65,NA,5.415,2628.5,15,NA
"R",160,6.25,2022,NA,14.805,NA,7.2,NA,5.555,1843,15.5,NA
"T",160,6.25,2022,NA,2.8,NA,4.05,NA,5,554.5,12.5,NA
"L",161,6.25,2022,NA,24.175,NA,6.4,NA,5.42,2500,15,NA
"R",161,6.25,2022,NA,14.98,NA,6.55,NA,5.515,1611.5,15.5,NA
"T",161,6.25,2022,NA,3.17,NA,6.15,NA,4.97,558,12.5,NA
"L",162,6.25,2022,NA,19.265,NA,5.8,NA,5.435,2519,15,NA
"R",162,6.25,2022,NA,32.54,NA,7.5,NA,5.575,1965.5,16,NA
"T",162,6.25,2022,NA,2.75,NA,5.9,NA,5.09,551,12.5,NA
"L",163,6.25,2022,NA,23.84,NA,6.05,NA,5.41,2605,15.5,NA
"R",163,6.25,2022,NA,25.91,NA,8.05,NA,5.39,1681.5,16,NA
"T",163,6.25,2022,NA,2.905,NA,5.9,NA,5.03,569,12.5,NA
"L",164,6.25,2022,NA,17.175,NA,5.95,NA,5.425,2027,18.5,NA
"R",164,6.25,2022,NA,20.625,NA,6.95,NA,5.615,1381.5,15.5,NA
"T",164,6.25,2022,NA,3.49,NA,5.8,NA,5,645,12.5,NA
"L",165,6.25,2022,NA,26.495,NA,5.65,NA,5.485,2849,15,NA
"R",165,6.25,2022,NA,14.825,NA,7,NA,5.56,1372,16,NA
"T",165,6.25,2022,NA,3.585,NA,3.3,NA,4.99,630.5,12,NA
"L",166,6.25,2022,NA,27.455,NA,5.5,NA,NA,2238,13,NA
"R",166,6.25,2022,NA,16.625,NA,7.1,NA,NA,1173,16,NA
"T",166,6.25,2022,NA,3.875,NA,5.7,NA,NA,324,12.5,NA
"L",167,6.25,2022,NA,16.955,NA,3.5,NA,NA,2163,16.5,NA
"R",167,6.25,2022,NA,14.98,NA,6.65,NA,NA,1347.5,16,NA
"T",167,6.25,2022,NA,2.39,NA,5.5,NA,NA,509,12.5,NA
"L",168,6.25,2022,NA,28.345,NA,4,NA,NA,3227.5,13.5,NA
"R",168,6.25,2022,NA,22.61,NA,6.6,NA,NA,1719.5,16,NA
"T",168,6.25,2022,NA,3.035,NA,5.15,NA,NA,584,12.5,NA
"L",169,6.25,2022,NA,20.22,NA,5.8,NA,NA,2440,15,NA
"R",169,6.25,2022,NA,16.105,NA,7.05,NA,NA,1512,16,NA
"T",169,6.25,2022,NA,2.935,NA,5.35,NA,NA,603,13,NA
"L",170,6.25,2022,NA,31.465,NA,3.45,NA,NA,3541,14,NA
"R",170,6.25,2022,NA,28.8,NA,7.2,NA,NA,1630,16,NA
"T",170,6.25,2022,NA,4.14,NA,5,NA,NA,625,12.5,NA
"L",171,6.25,2022,"2022-06-20 09:30:50",30.43,0.63,5.3,5.25,NA,3243,14,"pH"
"R",171,6.25,2022,"2022-06-20 10:03:50",14.47,0.76,6.4,5.04,NA,1278,16,"pH"
"T",171,6.25,2022,NA,4.815,NA,2.7,NA,NA,717,12.5,NA
"L",172,6.25,2022,"2022-06-21 09:51:50",47.48,0.74,6.2,5.19,NA,4326,15,"pH"
"R",172,6.25,2022,"2022-06-21 09:21:50",15.82,0.93,7.8,5.08,NA,1269,16,"pH"
"T",172,6.25,2022,NA,3.085,NA,3.15,NA,NA,586.5,13,NA
"L",173,6.25,2022,"2022-06-22 09:17:50",44.65,NA,NA,5.28,NA,4289,15,"pH"
"R",173,6.25,2022,"2022-06-22 08:51:50",38.1,NA,NA,5.12,NA,1998,16,"pH"
"T",173,6.25,2022,NA,3.99,NA,6.3,NA,NA,672.5,13,NA
"L",174,6.25,2022,"2022-06-23 09:16:50",24.39,0.7,6,5.38,NA,2864,14,"pH"
"R",174,6.25,2022,"2022-06-23 08:44:50",19.18,0.95,8,5.1,NA,1539,16,"pH"
"T",174,6.25,2022,NA,3.645,NA,6.1,NA,NA,620.5,12.5,NA
"L",175,6.25,2022,"2022-06-24 09:48:50",34.84,0.74,6.3,5.46,5.54,2796,13,NA
"R",175,6.25,2022,"2022-06-24 09:21:50",38.96,1.12,9.5,5.16,5.66,1867,16,NA
"T",175,6.25,2022,NA,3.915,NA,3.65,NA,5.015,691,12.5,NA
"L",176,6.25,2022,"2022-06-25 08:25:50",20.81,0.71,6.1,5.45,5.54,2803,14,NA
"R",176,6.25,2022,"2022-06-25 08:03:50",39.1,1.21,10.2,5.19,5.65,1854,16,NA
"T",176,6.25,2022,NA,4.3,NA,3.4,NA,5,706,12.5,NA
"L",177,6.25,2022,"2022-06-26 10:17:50",26.03,0.68,5.8,5.5,5.52,2624,14,NA
"R",177,6.25,2022,"2022-06-26 09:50:50",18.9,1.09,9.2,5.19,5.62,1337,16,NA
"T",177,6.25,2022,NA,4.01,NA,5.45,NA,5.08,791.5,13,NA
"L",178,6.25,2022,"2022-06-27 08:47:50",24.04,0.65,5.5,5.47,5.34,2924,NA,NA
"R",178,6.25,2022,"2022-06-27 09:43:50",24.25,0.96,8.1,5.2,5.64,1329,NA,NA
"T",178,6.25,2022,NA,3.44,NA,5.85,NA,5.08,676,NA,NA
"L",179,6.25,2022,"2022-06-28 09:21:50",23.1,0.67,5.7,5.52,5.45,2594,13,NA
"R",179,6.25,2022,"2022-06-28 08:53:50",31.23,1.09,9.2,5.23,5.6,1542,16,NA
"T",179,6.25,2022,NA,3.36,NA,4.3,NA,5.075,606.5,13.5,NA
"L",180,6.25,2022,"2022-06-29 09:29:50",30.03,0.56,4.8,5.55,5.5,4741,13,NA
"R",180,6.25,2022,"2022-06-29 09:55:50",23.57,0.86,7.2,5.23,5.61,1341,16,NA
"T",180,6.25,2022,NA,4.325,NA,2.95,NA,5.035,697,12.5,NA
"L",181,6.25,2022,"2022-06-30 10:16:50",23.84,0.68,5.8,5.52,5.47,3104,14,NA
"R",181,6.25,2022,"2022-06-30 09:52:50",15.72,0.76,6.4,5.22,5.54,1125,16,NA
"T",181,6.25,2022,NA,3.68,NA,4.8,NA,5.005,660.5,13,NA
"L",182,6.25,2022,"2022-07-01 10:24:50",37.93,0.84,7.1,5.79,5.56,2490,13,NA
"R",182,6.25,2022,"2022-07-01 09:32:50",23.29,0.83,7,5.27,5.55,1272,16,NA
"T",182,6.25,2022,NA,4.31,NA,6.2,NA,5,702,12.5,NA
"L",183,6.25,2022,"2022-07-02 09:30:50",27.48,0.77,6.6,5.6,5.48,3149,13,NA
"R",183,6.25,2022,"2022-07-02 09:00:50",26.43,0.95,8,5.3,5.52,1481,16,NA
"T",183,6.25,2022,NA,4.91,NA,6,NA,5.055,860.5,13,NA
"L",184,6.25,2022,"2022-07-03 11:03:50",42.1,0.86,7.3,5.74,5.53,3314,14,NA
"R",184,6.25,2022,"2022-07-03 10:43:50",32.05,1.06,9,5.35,5.53,1439,16,NA
"T",184,6.25,2022,NA,4.42,NA,6.3,NA,4.945,791,13,NA
"L",186,6.25,2022,"2022-07-05 08:56:50",24.86,0.76,6.4,5.81,5.43,2635,14,NA
"R",186,6.25,2022,"2022-07-05 09:51:50",17.15,0.82,6.9,5.33,5.54,1074,16,NA
"T",186,6.25,2022,NA,3.755,NA,6.25,NA,5.035,659.5,13,NA
"L",188,6.25,2022,"2022-07-07 09:06:50",22.41,0.73,6.2,5.77,5.43,2975,14,NA
"R",188,6.25,2022,"2022-07-07 09:38:50",10.89,0.93,7.9,5.39,5.57,976,16,NA
"T",188,6.25,2022,NA,3.57,NA,6.3,NA,5.005,666,13,NA
"L",190,6.25,2022,"2022-07-09 09:59:50",33.89,0.78,6.6,5.93,5.48,2593,13,NA
"R",190,6.25,2022,"2022-07-09 09:19:50",31.59,0.93,7.9,5.44,5.54,1505,16,NA
"T",190,6.25,2022,NA,4.165,NA,6.3,NA,4.98,737.5,13,NA
"L",192,6.25,2022,"2022-07-11 11:37:50",29.06,0.73,6.3,5.87,5.46,2813,14,NA
"R",192,6.25,2022,"2022-07-11 09:29:50",31.72,NA,NA,5.48,5.41,1340,16,NA
"T",192,6.25,2022,NA,3.25,NA,6.25,NA,5.09,578,13.5,NA
"L",194,6.25,2022,"2022-07-13 09:22:50",31.53,0.89,7.6,6.08,5.55,2605,13,NA
"R",194,6.25,2022,"2022-07-13 08:56:50",35.89,0.97,8.2,5.54,5.61,1503,16,NA
"T",194,6.25,2022,NA,3.75,NA,6.3,NA,5.185,641.5,13,NA
"L",196,6.25,2022,"2022-07-15 09:13:50",43.8566666666667,0.82,7.1,6.08,5.56,2359,13,NA
"R",196,6.25,2022,"2022-07-15 09:34:50",28.94,0.85,7.2,5.54,5.69,1267,16,NA
"T",196,6.25,2022,NA,4.12,NA,6.25,NA,5.15,673,13.5,NA
"L",198,6.25,2022,"2022-07-17 09:21:50",21.13,0.75,6.4,6.04,5.58,2416,13,NA
"R",198,6.25,2022,"2022-07-17 08:57:50",23.73,0.88,7.5,5.58,5.66,1311,16,NA
"T",198,6.25,2022,NA,3.905,NA,6.2,NA,5.2,645,13.5,NA
"L",200,6.25,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R",200,6.25,2022,"2022-07-19 09:04:50",28.64,0.94,8,5.65,5.67,1553,16,NA
"T",200,6.25,2022,NA,3.94,NA,6.2,NA,5.13,674,13,NA
"L",202,6.25,2022,"2022-07-21 11:42:50",22.5,0.71,6.2,6.23,5.47,2392,13,NA
"R",202,6.25,2022,"2022-07-21 12:03:50",15.73,0.72,6.2,5.68,5.62,1212,16,NA
"T",202,6.25,2022,NA,3.055,NA,6.2,NA,5.195,598.5,13.5,NA
"L",204,6.25,2022,"2022-07-23 09:34:50",34.03,0.72,6.2,6.2,5.65,3612,13,NA
"R",204,6.25,2022,"2022-07-23 09:11:50",23.52,0.86,7.3,5.73,5.68,1152,16,NA
"T",204,6.25,2022,NA,4.75,NA,6.1,NA,5.195,696.5,13.5,NA
"L",206,6.25,2022,"2022-07-25 10:48:50",19.79,0.7,6.1,6.43,5.47,1953,13,NA
"R",206,6.25,2022,"2022-07-25 11:10:50",31.3,0.7,6,5.78,5.69,1523,16,NA
"T",206,6.25,2022,NA,3.49,NA,6.2,NA,5.2,751,13.5,NA
"L",210,6.25,2022,"2022-07-29 09:24:50",24.55,0.68,5.9,6.41,5.69,2721,13,NA
"R",210,6.25,2022,"2022-07-29 09:02:50",37.17,0.67,5.7,5.87,5.77,1522,17,NA
"T",210,6.25,2022,NA,3.96,NA,5.95,NA,5.37,763.5,13.5,NA
"L",212,6.25,2022,"2022-07-31 13:07:50",24.08,0.74,6.4,6.38,5.62,2424,12,NA
"R",212,6.25,2022,"2022-07-31 12:45:50",26.67,0.71,6,5.95,5.75,1422,17,NA
"T",212,6.25,2022,NA,3.38,NA,6.2,NA,5.305,729,13.5,NA
"L",213,6.25,2022,"2022-08-01 12:45:50",29.28,0.7,6.1,6.27,5.65,3354,12,NA
"R",213,6.25,2022,"2022-08-01 12:17:50",25.59,0.68,5.8,5.93,5.75,1714,17,NA
"T",213,6.25,2022,NA,4.57,NA,6,NA,5.46,787.5,13.5,NA
"L",214,6.25,2022,"2022-08-02 10:01:50",23.4,0.76,6.6,6.71,5.72,2259,13,NA
"R",214,6.25,2022,"2022-08-02 11:01:50",7.77,0.71,6.1,5.86,5.78,878,17,NA
"T",214,6.25,2022,NA,3.825,NA,5.9,NA,5.345,617,13.5,NA
"L",216,6.25,2022,"2022-08-04 14:35:50",26.82,0.74,6.4,6.58,5.83,2266,13,NA
"R",216,6.25,2022,"2022-08-04 14:12:50",6.62,0.71,6.1,5.91,5.99,881,17,NA
"T",216,6.25,2022,NA,3.3,NA,6.2,NA,5.425,689,14.5,NA
"L",218,6.25,2022,"2022-08-06 12:26:50",21.77,0.76,6.6,6.66,5.71,2383,12,NA
"R",218,6.25,2022,"2022-08-06 12:01:50",6.36,0.7,6,5.89,5.81,818,17,NA
"T",218,6.25,2022,NA,4.59,NA,6.15,NA,5.365,804,13.5,NA
"L",220,6.25,2022,"2022-08-08 09:35:50",25.86,0.69,6.1,6.68,5.69,2913,12,NA
"R",220,6.25,2022,"2022-08-08 10:01:50",10.63,0.71,6.1,6.01,5.82,926,17,NA
"T",220,6.25,2022,NA,4.195,NA,6.2,NA,5.435,771.5,14.5,NA
"L",153,6.5,2022,"2022-06-02 09:15:50",20.09,0.77,6.4,4.8,5.29,1912,15,NA
"R",153,6.5,2022,"2022-06-02 08:48:50",23.03,0.79,6.6,4.58,5.26,2172,16,NA
"T",153,6.5,2022,"2022-06-02 09:57:50",2.81,0.75,6.2,4.25,4.83,569,12,NA
"L",154,6.5,2022,"2022-06-03 11:07:50",5.83,0.74,6.2,4.83,NA,1330,19,"pH"
"R",154,6.5,2022,"2022-06-03 10:43:50",19.39,0.71,5.9,4.62,NA,1780,16,"pH"
"T",154,6.5,2022,"2022-06-03 11:38:50",2.79,0.73,6.1,4.25,NA,571,13,"pH"
